architecture,logical_basis,legend_label,source_native_architecture,display_label,decoder,enable_correlations_at_compile,enable_correlations_at_decode,observable,metric,p_link,p1,bulk_p2,boundary_x,crossing_two_qubit_locations,bulk_two_qubit_locations,shots,retained_shots,logical_errors,discards,ler,clopper_pearson_95_low,clopper_pearson_95_high,circuit_sha256,noisy_circuit_sha256,strict_dem_sha256,native_dem_sha256,dem_model,sampling_policy,total_two_qubit_locations,shortest_graphlike_error,tqecd_version,tqecd_git_commit,source_manifest_sha256,detector_source_manifest_sha256,aggregation_manifest_sha256
standard_d5d5d5,Z,d5-d5-d5 Z,standard_d5,Standard D5–D5–D5 · target-Z,standard_pymatching,False,False,"L0 = Z_C(mid,in) Z_T(mid,in) -> Z_T(mid,out)",decoded target-Z logical-flow failure probability per CNOT shot,0.001,0.0001,0.0001,9.5,45,4235,45000000,45000000,43,0,9.555555555555556e-07,6.915403772041132e-07,1.2871268490656152e-06,55e6efe953d024637e09a7898c085e4157404bd8f65a9f0741692d8eca807193,b9e7593afaa7fe8c2e2f659dc6da4b9894d28b684225d32d9e8a69e68be2cdd8,4460449175f54f49cbe96193a73972acd9d4481ad5bbb9ccc761895c92edc12b,5b2b3c4e363c0df13d8b2c214e2a2dca2a70c869dd83c74f5b3e93f8a277f579,strict_decomposed,authenticated_v3_15000000_plus_independent_30000000_fixed_45000000_standard_pymatching_only,4280,5,0.1.2,6a2b0882a4f72545cac943ed66aece55d9d65747,20e44a985917949177fdf1fcf1f431ce1d6568607c9481d84abbb3fe32424d06,02e284fefc81c27a234d5937e63f3841d956a71224c6c184687d21d51886c77f,f5bb0538d57c0bc9e959623cc03ba4e0fe1f3236278349af0406d20bc09c3abd
standard_d5d5d5,Z,d5-d5-d5 Z,standard_d5,Standard D5–D5–D5 · target-Z,standard_pymatching,False,False,"L0 = Z_C(mid,in) Z_T(mid,in) -> Z_T(mid,out)",decoded target-Z logical-flow failure probability per CNOT shot,0.002,0.0001,0.0001,9.5,45,4235,45000000,45000000,79,0,1.7555555555555556e-06,1.3898901044432088e-06,2.187945552858045e-06,55e6efe953d024637e09a7898c085e4157404bd8f65a9f0741692d8eca807193,0631ef2f6331db904c2b4bf43c558ce8945ae5a4b58c6a328b6a2498355f4a93,ed3a7acdfffeb5081f6424ad4be421296f90f613eec9ab85b7dd5b2cfcd9dc06,020f09509e3a4ab52cff79b153500ec3b5be4c63c059041458852b96f4042f7e,strict_decomposed,authenticated_v3_15000000_plus_independent_30000000_fixed_45000000_standard_pymatching_only,4280,5,0.1.2,6a2b0882a4f72545cac943ed66aece55d9d65747,20e44a985917949177fdf1fcf1f431ce1d6568607c9481d84abbb3fe32424d06,02e284fefc81c27a234d5937e63f3841d956a71224c6c184687d21d51886c77f,f5bb0538d57c0bc9e959623cc03ba4e0fe1f3236278349af0406d20bc09c3abd
standard_d5d5d5,Z,d5-d5-d5 Z,standard_d5,Standard D5–D5–D5 · target-Z,standard_pymatching,False,False,"L0 = Z_C(mid,in) Z_T(mid,in) -> Z_T(mid,out)",decoded target-Z logical-flow failure probability per CNOT shot,0.003,0.0001,0.0001,9.5,45,4235,45000000,45000000,214,0,4.755555555555556e-06,4.1397073835943034e-06,5.437194420021546e-06,55e6efe953d024637e09a7898c085e4157404bd8f65a9f0741692d8eca807193,8f3ca2360dfc2f0fbd7c5901ed5453993f2da237003ddb1329483e3b78dd39f1,94736273b42cea40f3fe57cfc6ae87f7196e69c95378e2980100776402a9c4b5,ef49976fdf44895e41fc2f36a967a28e05e61d451c32d978cf888a2e112ba199,strict_decomposed,authenticated_v3_15000000_plus_independent_30000000_fixed_45000000_standard_pymatching_only,4280,5,0.1.2,6a2b0882a4f72545cac943ed66aece55d9d65747,20e44a985917949177fdf1fcf1f431ce1d6568607c9481d84abbb3fe32424d06,02e284fefc81c27a234d5937e63f3841d956a71224c6c184687d21d51886c77f,f5bb0538d57c0bc9e959623cc03ba4e0fe1f3236278349af0406d20bc09c3abd
standard_d5d5d5,Z,d5-d5-d5 Z,standard_d5,Standard D5–D5–D5 · target-Z,standard_pymatching,False,False,"L0 = Z_C(mid,in) Z_T(mid,in) -> Z_T(mid,out)",decoded target-Z logical-flow failure probability per CNOT shot,0.004,0.0001,0.0001,9.5,45,4235,45000000,45000000,382,0,8.488888888888889e-06,7.658861412863576e-06,9.384338999287997e-06,55e6efe953d024637e09a7898c085e4157404bd8f65a9f0741692d8eca807193,725e020598321d878218ea5120dfd215002620ffb84af9a0daaec91391e12f87,51a318e15d373866594bd178a5433b48d6e91b16301a6fc19d1a1ff6c9048a2d,9d92116f10c7f3f114e05f79f1957ce430f36446c0a0d259bed864ac9bf55700,strict_decomposed,authenticated_v3_15000000_plus_independent_30000000_fixed_45000000_standard_pymatching_only,4280,5,0.1.2,6a2b0882a4f72545cac943ed66aece55d9d65747,20e44a985917949177fdf1fcf1f431ce1d6568607c9481d84abbb3fe32424d06,02e284fefc81c27a234d5937e63f3841d956a71224c6c184687d21d51886c77f,f5bb0538d57c0bc9e959623cc03ba4e0fe1f3236278349af0406d20bc09c3abd
standard_d5d5d5,Z,d5-d5-d5 Z,standard_d5,Standard D5–D5–D5 · target-Z,standard_pymatching,False,False,"L0 = Z_C(mid,in) Z_T(mid,in) -> Z_T(mid,out)",decoded target-Z logical-flow failure probability per CNOT shot,0.005,0.0001,0.0001,9.5,45,4235,45000000,45000000,643,0,1.4288888888888889e-05,1.3205654741001143e-05,1.5437292979945183e-05,55e6efe953d024637e09a7898c085e4157404bd8f65a9f0741692d8eca807193,f0dbd6b5cc5df0de91d3bb7ea8da97fe976340a7016344935daa812c30dccb92,793ccd312b15871fced82a3c8ab8eda0eae64665310abe52121326280f39fa5e,84a0ba7842f0000ff8f2575f7ffb61c4a38c9845eab8ea61f1be24996f99b140,strict_decomposed,authenticated_v3_15000000_plus_independent_30000000_fixed_45000000_standard_pymatching_only,4280,5,0.1.2,6a2b0882a4f72545cac943ed66aece55d9d65747,20e44a985917949177fdf1fcf1f431ce1d6568607c9481d84abbb3fe32424d06,02e284fefc81c27a234d5937e63f3841d956a71224c6c184687d21d51886c77f,f5bb0538d57c0bc9e959623cc03ba4e0fe1f3236278349af0406d20bc09c3abd
standard_d5d5d5,Z,d5-d5-d5 Z,standard_d5,Standard D5–D5–D5 · target-Z,standard_pymatching,False,False,"L0 = Z_C(mid,in) Z_T(mid,in) -> Z_T(mid,out)",decoded target-Z logical-flow failure probability per CNOT shot,0.006,0.0001,0.0001,9.5,45,4235,45000000,45000000,1073,0,2.3844444444444444e-05,2.2438913911877272e-05,2.5314951694062412e-05,55e6efe953d024637e09a7898c085e4157404bd8f65a9f0741692d8eca807193,00c0d5022f583a7ec50a6c11b1b60562f0e42f9455a8ee408ed34b926c528b4b,ae77d285afc75299b24789b44dfcd9f3b2f7e9cd416cb33301c2e4331965bbdc,4640bd3d499ae03f2ba29008d752f15e82ba6aebd78c7cfecf60f9a459410189,strict_decomposed,authenticated_v3_15000000_plus_independent_30000000_fixed_45000000_standard_pymatching_only,4280,5,0.1.2,6a2b0882a4f72545cac943ed66aece55d9d65747,20e44a985917949177fdf1fcf1f431ce1d6568607c9481d84abbb3fe32424d06,02e284fefc81c27a234d5937e63f3841d956a71224c6c184687d21d51886c77f,f5bb0538d57c0bc9e959623cc03ba4e0fe1f3236278349af0406d20bc09c3abd
standard_d5d5d5,Z,d5-d5-d5 Z,standard_d5,Standard D5–D5–D5 · target-Z,standard_pymatching,False,False,"L0 = Z_C(mid,in) Z_T(mid,in) -> Z_T(mid,out)",decoded target-Z logical-flow failure probability per CNOT shot,0.007,0.0001,0.0001,9.5,45,4235,45000000,45000000,1556,0,3.4577777777777775e-05,3.2880880946888615e-05,3.633953811444984e-05,55e6efe953d024637e09a7898c085e4157404bd8f65a9f0741692d8eca807193,8af5dce32d691a677edbde3f885e743116a6d4a22faf8ef032c079f708c7ae4d,60d61c270f25ddd534e868c7f298f1ec0d20eff7454d65991fac6331fa743a47,020b85f66ba688c4cd68985f722f2cc7be1132238ef720deeba93a9a08f3e964,strict_decomposed,authenticated_v3_15000000_plus_independent_30000000_fixed_45000000_standard_pymatching_only,4280,5,0.1.2,6a2b0882a4f72545cac943ed66aece55d9d65747,20e44a985917949177fdf1fcf1f431ce1d6568607c9481d84abbb3fe32424d06,02e284fefc81c27a234d5937e63f3841d956a71224c6c184687d21d51886c77f,f5bb0538d57c0bc9e959623cc03ba4e0fe1f3236278349af0406d20bc09c3abd
standard_d5d5d5,Z,d5-d5-d5 Z,standard_d5,Standard D5–D5–D5 · target-Z,standard_pymatching,False,False,"L0 = Z_C(mid,in) Z_T(mid,in) -> Z_T(mid,out)",decoded target-Z logical-flow failure probability per CNOT shot,0.008,0.0001,0.0001,9.5,45,4235,45000000,45000000,2304,0,5.12e-05,4.913054883367116e-05,5.333421480164111e-05,55e6efe953d024637e09a7898c085e4157404bd8f65a9f0741692d8eca807193,b9fd1527b5c573a695c2febfb911b53dc49e4b8ff72ef2783a8bcd097254f46f,464e781e9f6ddedc160818b5637b976898add7e4c8663e68afc7c45ae6ee83c1,3439e705bf749fae1111ef6245e5706bae2a42b96f5158ac81be80d55ce2513c,strict_decomposed,authenticated_v3_15000000_plus_independent_30000000_fixed_45000000_standard_pymatching_only,4280,5,0.1.2,6a2b0882a4f72545cac943ed66aece55d9d65747,20e44a985917949177fdf1fcf1f431ce1d6568607c9481d84abbb3fe32424d06,02e284fefc81c27a234d5937e63f3841d956a71224c6c184687d21d51886c77f,f5bb0538d57c0bc9e959623cc03ba4e0fe1f3236278349af0406d20bc09c3abd
standard_d5d5d5,Z,d5-d5-d5 Z,standard_d5,Standard D5–D5–D5 · target-Z,standard_pymatching,False,False,"L0 = Z_C(mid,in) Z_T(mid,in) -> Z_T(mid,out)",decoded target-Z logical-flow failure probability per CNOT shot,0.009,0.0001,0.0001,9.5,45,4235,45000000,45000000,3214,0,7.142222222222223e-05,6.897420789383308e-05,7.393492840131724e-05,55e6efe953d024637e09a7898c085e4157404bd8f65a9f0741692d8eca807193,a465ba59d2bbc59c39ee96391aaeb7edc5e596b080c9582cd0a8a2cd35558b81,9b67d4d1049c8cafc9908d338a6cac066a2bf6c0b456459cb4ee1f52ac2fdc9b,782850e1e41a900501b9df20ab430092db6647b3098c7a26d9162b74f42617bd,strict_decomposed,authenticated_v3_15000000_plus_independent_30000000_fixed_45000000_standard_pymatching_only,4280,5,0.1.2,6a2b0882a4f72545cac943ed66aece55d9d65747,20e44a985917949177fdf1fcf1f431ce1d6568607c9481d84abbb3fe32424d06,02e284fefc81c27a234d5937e63f3841d956a71224c6c184687d21d51886c77f,f5bb0538d57c0bc9e959623cc03ba4e0fe1f3236278349af0406d20bc09c3abd
standard_d5d5d5,Z,d5-d5-d5 Z,standard_d5,Standard D5–D5–D5 · target-Z,standard_pymatching,False,False,"L0 = Z_C(mid,in) Z_T(mid,in) -> Z_T(mid,out)",decoded target-Z logical-flow failure probability per CNOT shot,0.01,0.0001,0.0001,9.5,45,4235,45000000,45000000,4232,0,9.404444444444445e-05,9.12322745700607e-05,9.692125411197295e-05,55e6efe953d024637e09a7898c085e4157404bd8f65a9f0741692d8eca807193,8b386b19a096462cb10ee41b49b6928a3f6dffd97116e25830e4e62f5449f617,cf938623f172f7b5797516b8b9ad2414a71cb2fe43d0afded8607d79748f79d6,8ea22a8a4bbde792cd382ce0017ed1aad333497ddb08b45305ab2efbbf8d8005,strict_decomposed,authenticated_v3_15000000_plus_independent_30000000_fixed_45000000_standard_pymatching_only,4280,5,0.1.2,6a2b0882a4f72545cac943ed66aece55d9d65747,20e44a985917949177fdf1fcf1f431ce1d6568607c9481d84abbb3fe32424d06,02e284fefc81c27a234d5937e63f3841d956a71224c6c184687d21d51886c77f,f5bb0538d57c0bc9e959623cc03ba4e0fe1f3236278349af0406d20bc09c3abd
standard_d3d3d3,Z,d3-d3-d3 Z,standard_d3,Standard D3–D3–D3 · target-Z,standard_pymatching,False,False,"L0 = Z_C(mid,in) Z_T(mid,in) -> Z_T(mid,out)",decoded target-Z logical-flow failure probability per CNOT shot,0.001,0.0001,0.0001,8.5,15,657,45000000,45000000,2068,0,4.5955555555555555e-05,4.399606514196487e-05,4.7979835314016574e-05,332556f43fbd5f05a7e9aafc01cf3388acefb38e7d98a8be6b901d0958e5a98e,c731976857cb013e0d7fe7fd8d778621f00d0c517fa6180e5bb62ca82e29cb22,ce6fbdb38a6b8b33458afa1680e2c07f89c0e4925e59ded7809abc1e7a0af932,51f3a890f7d06277bb68017203752bfb2b839204ad4ff741cda4bb1940480ec8,strict_decomposed,authenticated_prior_plus_disjoint_20260921_fixed_45000000_standard_pymatching,672,3,0.1.2,6a2b0882a4f72545cac943ed66aece55d9d65747,2bfa0376b8dd6079e5017906155cac46bd66aa14aa0792334cc8c2cd1c398d80,8ce0903700085a4b2823093ec885abbc9351962b596c759d27e2b901a91d41c5,00bf458fa5a9994632181f4972629bfc4dfc83b8b279c7ece5c8d428c8cd9349
standard_d3d3d3,Z,d3-d3-d3 Z,standard_d3,Standard D3–D3–D3 · target-Z,standard_pymatching,False,False,"L0 = Z_C(mid,in) Z_T(mid,in) -> Z_T(mid,out)",decoded target-Z logical-flow failure probability per CNOT shot,0.002,0.0001,0.0001,8.5,15,657,45000000,45000000,3649,0,8.10888888888889e-05,7.847909105401547e-05,8.376335382110573e-05,332556f43fbd5f05a7e9aafc01cf3388acefb38e7d98a8be6b901d0958e5a98e,cff2f6b46de4ce2d14d9c0b3e81d0985a334a25d8884c2121f3789be18829ed4,3c797cc7a0aa234b422e31ec794cf3e44ccf5505c5147f39c31667699425e006,d860ebfcb1e1a4f8ae4ac82c7a69f72f28d578e070056abf98f980f1aa31d823,strict_decomposed,authenticated_prior_plus_disjoint_20260921_fixed_45000000_standard_pymatching,672,3,0.1.2,6a2b0882a4f72545cac943ed66aece55d9d65747,2bfa0376b8dd6079e5017906155cac46bd66aa14aa0792334cc8c2cd1c398d80,8ce0903700085a4b2823093ec885abbc9351962b596c759d27e2b901a91d41c5,00bf458fa5a9994632181f4972629bfc4dfc83b8b279c7ece5c8d428c8cd9349
standard_d3d3d3,Z,d3-d3-d3 Z,standard_d3,Standard D3–D3–D3 · target-Z,standard_pymatching,False,False,"L0 = Z_C(mid,in) Z_T(mid,in) -> Z_T(mid,out)",decoded target-Z logical-flow failure probability per CNOT shot,0.003,0.0001,0.0001,8.5,15,657,45000000,45000000,5621,0,0.0001249111111111111,0.00012166696069782247,0.00012821985322990567,332556f43fbd5f05a7e9aafc01cf3388acefb38e7d98a8be6b901d0958e5a98e,6b2eaa038a34f2b9202dc8814b95c27b63d5b8d9fc52ee65cae26e6e7d0055c8,8be98d87c9186ba8b934a7bd0b5419b4fcd88738d384e3b5805584e6e3db806b,69661597cdc9072a17687d5849264a26eb0e81296addac7c9af762f2870cc8d7,strict_decomposed,authenticated_prior_plus_disjoint_20260921_fixed_45000000_standard_pymatching,672,3,0.1.2,6a2b0882a4f72545cac943ed66aece55d9d65747,2bfa0376b8dd6079e5017906155cac46bd66aa14aa0792334cc8c2cd1c398d80,8ce0903700085a4b2823093ec885abbc9351962b596c759d27e2b901a91d41c5,00bf458fa5a9994632181f4972629bfc4dfc83b8b279c7ece5c8d428c8cd9349
